index,pid,agg_cluster,x,y,cluster_7,conversation_id,construct,construct_bipolar,survey_id,survey_name,survey_endTime,pole_a,pole_b
419,667CCDCC-FF3F-4635-829C-2E4CDABE20D6,40,5.704118,4.7809653,1,667CCDCC-FF3F-4635-829C-2E4CDABE20D6,Carbohydrate-rich,Protein-rich,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.694155+00:00,Carbohydrate-rich,Protein-rich
419,667CCDCC-FF3F-4635-829C-2E4CDABE20D6,40,5.704118,4.7809653,1,667CCDCC-FF3F-4635-829C-2E4CDABE20D6,Soup,Meal,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.694155+00:00,Soup,Meal
419,667CCDCC-FF3F-4635-829C-2E4CDABE20D6,40,5.704118,4.7809653,1,667CCDCC-FF3F-4635-829C-2E4CDABE20D6,Meal,Fast Food,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.694155+00:00,Meal,Fast Food
420,67F32C30-293B-49B4-A988-2A04E9AA39FF,30,3.4835029,2.353834,2,67F32C30-293B-49B4-A988-2A04E9AA39FF,Complex,Simple,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.927152+00:00,Complex,Simple
420,67F32C30-293B-49B4-A988-2A04E9AA39FF,30,3.4835029,2.353834,2,67F32C30-293B-49B4-A988-2A04E9AA39FF,Keep Longer,Spoil Quickly,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.927152+00:00,Keep Longer,Spoil Quickly
420,67F32C30-293B-49B4-A988-2A04E9AA39FF,30,3.4835029,2.353834,2,67F32C30-293B-49B4-A988-2A04E9AA39FF,Unhealthy,Healthy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.927152+00:00,Unhealthy,Healthy
420,67F32C30-293B-49B4-A988-2A04E9AA39FF,30,3.4835029,2.353834,2,67F32C30-293B-49B4-A988-2A04E9AA39FF,Cheap,Expensive,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.927152+00:00,Cheap,Expensive
421,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,650,8.507381,6.714549,0,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Protein Type,Non-protein,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Protein Type,Non-protein
421,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,650,8.507381,6.714549,0,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Grain Type,Non-grain,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Grain Type,Non-grain
421,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,650,8.507381,6.714549,0,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Macronutrient Type,Micronutrient,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Macronutrient Type,Micronutrient
422,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,190,8.033331,5.630922,1,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Protein Type,Non-protein,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Protein Type,Non-protein
422,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,190,8.033331,5.630922,1,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Grain Type,Non-grain,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Grain Type,Non-grain
422,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,190,8.033331,5.630922,1,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Macronutrient Type,Micronutrient,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Macronutrient Type,Micronutrient
423,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,383,5.189117,4.367461,1,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Protein Type,Non-protein,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Protein Type,Non-protein
423,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,383,5.189117,4.367461,1,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Grain Type,Non-grain,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Grain Type,Non-grain
423,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,383,5.189117,4.367461,1,687FDB5D-4BA3-4FDB-BC8B-72BC32488585,Macronutrient Type,Micronutrient,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.363506+00:00,Macronutrient Type,Micronutrient
424,6B5EEA5E-FA48-48EB-B8BD-FF832A0571B8,529,3.454055,4.583552,4,6B5EEA5E-FA48-48EB-B8BD-FF832A0571B8,Roast Turkey for Thanksgiving,Chocolate Fondue for Celebrations,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.312933+00:00,Roast Turkey for Thanksgiving,Chocolate Fondue for Celebrations
424,6B5EEA5E-FA48-48EB-B8BD-FF832A0571B8,529,3.454055,4.583552,4,6B5EEA5E-FA48-48EB-B8BD-FF832A0571B8,Pumpkin Soup,Apple Crisp,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.312933+00:00,Pumpkin Soup,Apple Crisp
425,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,132,10.259457,6.950924,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Dessert Type,not Dessert Type,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Dessert Type,not Dessert Type
425,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,132,10.259457,6.950924,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Fast Food,not Fast Food,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Fast Food,not Fast Food
425,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,132,10.259457,6.950924,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Ingredients,not Ingredients,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Ingredients,not Ingredients
425,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,132,10.259457,6.950924,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Meal Type,not Meal Type,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Meal Type,not Meal Type
425,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,132,10.259457,6.950924,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Lightness,not Lightness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Lightness,not Lightness
426,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,609,10.771703,7.145034,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Dessert Type,not Dessert Type,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Dessert Type,not Dessert Type
426,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,609,10.771703,7.145034,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Fast Food,not Fast Food,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Fast Food,not Fast Food
426,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,609,10.771703,7.145034,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Ingredients,not Ingredients,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Ingredients,not Ingredients
426,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,609,10.771703,7.145034,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Meal Type,not Meal Type,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Meal Type,not Meal Type
426,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,609,10.771703,7.145034,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Lightness,not Lightness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Lightness,not Lightness
427,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,474,8.892516,6.4320297,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Dessert Type,not Dessert Type,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Dessert Type,not Dessert Type
427,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,474,8.892516,6.4320297,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Fast Food,not Fast Food,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Fast Food,not Fast Food
427,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,474,8.892516,6.4320297,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Ingredients,not Ingredients,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Ingredients,not Ingredients
427,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,474,8.892516,6.4320297,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Meal Type,not Meal Type,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Meal Type,not Meal Type
427,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,474,8.892516,6.4320297,0,6BA8F1BF-981A-4499-9C85-BC9E1F376F73,Lightness,not Lightness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Lightness,not Lightness
428,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,368,8.761091,6.743562,0,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,Presentation (Pizza),not Presentation (Pizza),710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.566799+00:00,Presentation (Pizza),not Presentation (Pizza)
428,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,368,8.761091,6.743562,0,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,Texture and Scent (Kebab),not Texture and Scent (Kebab),710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.566799+00:00,Texture and Scent (Kebab),not Texture and Scent (Kebab)
428,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,368,8.761091,6.743562,0,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,Flavor Intensity (Couscous),Spaghetti,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.566799+00:00,Flavor Intensity (Couscous),Spaghetti
428,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,368,8.761091,6.743562,0,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,Texture (Baking Bread),not Texture (Baking Bread),710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.566799+00:00,Texture (Baking Bread),not Texture (Baking Bread)
428,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,368,8.761091,6.743562,0,7028D2DB-CEB9-4B19-BFF4-E937B0E2CD99,Taste (Pizza),not Taste (Pizza),710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.566799+00:00,Taste (Pizza),not Taste (Pizza)
429,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,314,3.7579453,4.2510333,6,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,Mediterranean,Asian,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.344736+00:00,Mediterranean,Asian
429,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,314,3.7579453,4.2510333,6,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,Spicy,Bland,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.344736+00:00,Spicy,Bland
429,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,314,3.7579453,4.2510333,6,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,Satisfying,Unsatisfying,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.344736+00:00,Satisfying,Unsatisfying
429,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,314,3.7579453,4.2510333,6,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,Salad,Main course,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.344736+00:00,Salad,Main course
430,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,167,7.6482778,4.3121047,1,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,Mediterranean,Asian,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.344736+00:00,Mediterranean,Asian
430,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,167,7.6482778,4.3121047,1,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,Spicy,Bland,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.344736+00:00,Spicy,Bland
430,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,167,7.6482778,4.3121047,1,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,Satisfying,Unsatisfying,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.344736+00:00,Satisfying,Unsatisfying
430,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,167,7.6482778,4.3121047,1,702DB61A-CAA9-4DBD-8C31-9A1EC7D60E73,Salad,Main course,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.344736+00:00,Salad,Main course
431,73E93EFF-0DD1-4525-BF88-C91E3B58C033,346,4.101152,5.4914327,3,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Spicy,Mild,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Spicy,Mild
431,73E93EFF-0DD1-4525-BF88-C91E3B58C033,346,4.101152,5.4914327,3,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Fried,Saucy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Fried,Saucy
431,73E93EFF-0DD1-4525-BF88-C91E3B58C033,346,4.101152,5.4914327,3,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Starter,Main course,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Starter,Main course
431,73E93EFF-0DD1-4525-BF88-C91E3B58C033,346,4.101152,5.4914327,3,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Tunisian,Western food,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Tunisian,Western food
431,73E93EFF-0DD1-4525-BF88-C91E3B58C033,346,4.101152,5.4914327,3,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Saucy,Dry,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Saucy,Dry
432,73E93EFF-0DD1-4525-BF88-C91E3B58C033,196,3.9568462,4.8472514,6,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Spicy,Mild,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Spicy,Mild
432,73E93EFF-0DD1-4525-BF88-C91E3B58C033,196,3.9568462,4.8472514,6,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Fried,Saucy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Fried,Saucy
432,73E93EFF-0DD1-4525-BF88-C91E3B58C033,196,3.9568462,4.8472514,6,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Starter,Main course,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Starter,Main course
432,73E93EFF-0DD1-4525-BF88-C91E3B58C033,196,3.9568462,4.8472514,6,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Tunisian,Western food,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Tunisian,Western food
432,73E93EFF-0DD1-4525-BF88-C91E3B58C033,196,3.9568462,4.8472514,6,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Saucy,Dry,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Saucy,Dry
433,73E93EFF-0DD1-4525-BF88-C91E3B58C033,75,2.5204883,3.8081548,4,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Spicy,Mild,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Spicy,Mild
433,73E93EFF-0DD1-4525-BF88-C91E3B58C033,75,2.5204883,3.8081548,4,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Fried,Saucy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Fried,Saucy
433,73E93EFF-0DD1-4525-BF88-C91E3B58C033,75,2.5204883,3.8081548,4,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Starter,Main course,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Starter,Main course
433,73E93EFF-0DD1-4525-BF88-C91E3B58C033,75,2.5204883,3.8081548,4,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Tunisian,Western food,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Tunisian,Western food
433,73E93EFF-0DD1-4525-BF88-C91E3B58C033,75,2.5204883,3.8081548,4,73E93EFF-0DD1-4525-BF88-C91E3B58C033,Saucy,Dry,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.613831+00:00,Saucy,Dry
434,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,644,9.07831,7.2269835,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Greek Yogurt Parfait with Berries and Nuts,not Greek Yogurt Parfait with Berries and Nuts,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Greek Yogurt Parfait with Berries and Nuts,not Greek Yogurt Parfait with Berries and Nuts
434,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,644,9.07831,7.2269835,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Stuffed Bell Peppers with Brown Rice and Black Beans,not Stuffed Bell Peppers with Brown Rice and Black Beans,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Stuffed Bell Peppers with Brown Rice and Black Beans,not Stuffed Bell Peppers with Brown Rice and Black Beans
434,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,644,9.07831,7.2269835,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Zucchini Noodles with Pesto Sauce,not Zucchini Noodles with Pesto Sauce,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Zucchini Noodles with Pesto Sauce,not Zucchini Noodles with Pesto Sauce
434,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,644,9.07831,7.2269835,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Grilled Salmon with Asparagus,not Grilled Salmon with Asparagus,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Grilled Salmon with Asparagus,not Grilled Salmon with Asparagus
434,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,644,9.07831,7.2269835,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Quinoa Salad with Chickpeas and Avocado,not Quinoa Salad with Chickpeas and Avocado,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Quinoa Salad with Chickpeas and Avocado,not Quinoa Salad with Chickpeas and Avocado
435,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.573245,6.914573,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Greek Yogurt Parfait with Berries and Nuts,not Greek Yogurt Parfait with Berries and Nuts,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Greek Yogurt Parfait with Berries and Nuts,not Greek Yogurt Parfait with Berries and Nuts
435,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.573245,6.914573,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Stuffed Bell Peppers with Brown Rice and Black Beans,not Stuffed Bell Peppers with Brown Rice and Black Beans,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Stuffed Bell Peppers with Brown Rice and Black Beans,not Stuffed Bell Peppers with Brown Rice and Black Beans
435,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.573245,6.914573,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Zucchini Noodles with Pesto Sauce,not Zucchini Noodles with Pesto Sauce,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Zucchini Noodles with Pesto Sauce,not Zucchini Noodles with Pesto Sauce
435,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.573245,6.914573,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Grilled Salmon with Asparagus,not Grilled Salmon with Asparagus,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Grilled Salmon with Asparagus,not Grilled Salmon with Asparagus
435,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.573245,6.914573,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Quinoa Salad with Chickpeas and Avocado,not Quinoa Salad with Chickpeas and Avocado,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Quinoa Salad with Chickpeas and Avocado,not Quinoa Salad with Chickpeas and Avocado
436,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,9.083984,7.371933,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Greek Yogurt Parfait with Berries and Nuts,not Greek Yogurt Parfait with Berries and Nuts,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Greek Yogurt Parfait with Berries and Nuts,not Greek Yogurt Parfait with Berries and Nuts
436,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,9.083984,7.371933,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Stuffed Bell Peppers with Brown Rice and Black Beans,not Stuffed Bell Peppers with Brown Rice and Black Beans,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Stuffed Bell Peppers with Brown Rice and Black Beans,not Stuffed Bell Peppers with Brown Rice and Black Beans
436,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,9.083984,7.371933,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Zucchini Noodles with Pesto Sauce,not Zucchini Noodles with Pesto Sauce,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Zucchini Noodles with Pesto Sauce,not Zucchini Noodles with Pesto Sauce
436,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,9.083984,7.371933,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Grilled Salmon with Asparagus,not Grilled Salmon with Asparagus,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Grilled Salmon with Asparagus,not Grilled Salmon with Asparagus
436,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,9.083984,7.371933,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Quinoa Salad with Chickpeas and Avocado,not Quinoa Salad with Chickpeas and Avocado,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Quinoa Salad with Chickpeas and Avocado,not Quinoa Salad with Chickpeas and Avocado
437,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.548533,6.919669,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Greek Yogurt Parfait with Berries and Nuts,not Greek Yogurt Parfait with Berries and Nuts,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Greek Yogurt Parfait with Berries and Nuts,not Greek Yogurt Parfait with Berries and Nuts
437,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.548533,6.919669,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Stuffed Bell Peppers with Brown Rice and Black Beans,not Stuffed Bell Peppers with Brown Rice and Black Beans,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Stuffed Bell Peppers with Brown Rice and Black Beans,not Stuffed Bell Peppers with Brown Rice and Black Beans
437,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.548533,6.919669,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Zucchini Noodles with Pesto Sauce,not Zucchini Noodles with Pesto Sauce,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Zucchini Noodles with Pesto Sauce,not Zucchini Noodles with Pesto Sauce
437,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.548533,6.919669,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Grilled Salmon with Asparagus,not Grilled Salmon with Asparagus,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Grilled Salmon with Asparagus,not Grilled Salmon with Asparagus
437,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,14,8.548533,6.919669,0,7473FC1C-37D3-4E0F-B081-11C7F3422CE7,Quinoa Salad with Chickpeas and Avocado,not Quinoa Salad with Chickpeas and Avocado,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.323566+00:00,Quinoa Salad with Chickpeas and Avocado,not Quinoa Salad with Chickpeas and Avocado
438,7573BA28-264F-4E10-A97C-1306CDE19B85,4,9.998802,7.0075507,0,7573BA28-264F-4E10-A97C-1306CDE19B85,Garlic Mashed Potatoes,not Garlic Mashed Potatoes,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.732903+00:00,Garlic Mashed Potatoes,not Garlic Mashed Potatoes
438,7573BA28-264F-4E10-A97C-1306CDE19B85,4,9.998802,7.0075507,0,7573BA28-264F-4E10-A97C-1306CDE19B85,Chocolate Lava Cake,not Chocolate Lava Cake,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.732903+00:00,Chocolate Lava Cake,not Chocolate Lava Cake
439,76988ED9-1994-4290-BFDA-4EB4126554E2,372,3.151791,6.532559,3,76988ED9-1994-4290-BFDA-4EB4126554E2,Starch-based Dishes,Filling-based Dishes,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.436981+00:00,Starch-based Dishes,Filling-based Dishes
