Row_ID,User_ID,Survey_ID,Survey_Name,Pole_A,Pole_B,Cluster,Coordinate_X,Coordinate_Y,Conversation_Index,Bipolar_Construct,Cluster_Size
2470,9CDE587F-A989-4384-9F31-8C7F630A7339,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Carbohydrates,Proteins,3,2.662993,6.574108,208,Carbohydrates vs Proteins,443
2471,9CDE587F-A989-4384-9F31-8C7F630A7339,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Carbohydrates,Proteins,3,2.662993,6.574108,208,Carbohydrates vs Proteins,443
2472,ED587FB9-9FAD-4F11-A34B-6249EDB0BD26,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Quick Preparation,Longer Cooking Time,3,2.6718566,6.547665,335,Quick Preparation vs Longer Cooking Time,443
2473,ED587FB9-9FAD-4F11-A34B-6249EDB0BD26,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Carbohydrate,Protein,3,2.6718566,6.547665,335,Carbohydrate vs Protein,443
2474,ED587FB9-9FAD-4F11-A34B-6249EDB0BD26,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Aquatic,Terrestrial,3,2.6718566,6.547665,335,Aquatic vs Terrestrial,443
2475,ED587FB9-9FAD-4F11-A34B-6249EDB0BD26,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Animal-based,Plant-based,3,2.6718566,6.547665,335,Animal-based vs Plant-based,443
2476,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Fried chicken,Protein focus,3,2.687416,6.5016,81,Fried chicken vs Protein focus,443
2477,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Stroganoff,Sautéed dish,3,2.687416,6.5016,81,Stroganoff vs Sautéed dish,443
2478,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Sushi,Minimalist dish,3,2.687416,6.5016,81,Sushi vs Minimalist dish,443
2479,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Rice with beans,Complete meal,3,2.687416,6.5016,81,Rice with beans vs Complete meal,443
2480,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Fried chicken,Comfort food,3,2.687416,6.5016,81,Fried chicken vs Comfort food,443
2481,BD928202-11B9-4CF7-A943-FDAD54A8344A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Starch,Protein,3,2.7009797,6.5574646,262,Starch vs Protein,443
2482,BD928202-11B9-4CF7-A943-FDAD54A8344A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Liquid,Solid,3,2.7009797,6.5574646,262,Liquid vs Solid,443
2483,BD928202-11B9-4CF7-A943-FDAD54A8344A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Dessert-like,Main course,3,2.7009797,6.5574646,262,Dessert-like vs Main course,443
2484,BD928202-11B9-4CF7-A943-FDAD54A8344A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Freshness,Heaviness,3,2.7009797,6.5574646,262,Freshness vs Heaviness,443
2485,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Pasta,Grains/Bread,3,2.7728887,6.4174466,302,Pasta vs Grains/Bread,443
2486,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Vegetarian/Vegan,Non-vegetarian,3,2.7728887,6.4174466,302,Vegetarian/Vegan vs Non-vegetarian,443
2487,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,No cooking,Cooking Techniques,3,2.7728887,6.4174466,302,No cooking vs Cooking Techniques,443
2488,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Plant-based,Animal Protein,3,2.7728887,6.4174466,302,Plant-based vs Animal Protein,443
2489,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Creamy/Fresh,Savory/Spicy,3,2.7728887,6.4174466,302,Creamy/Fresh vs Savory/Spicy,443
2490,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Healthy Fats,not Healthy Fats,3,2.7728887,6.4174466,302,Healthy Fats vs not Healthy Fats,443
2491,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Simple,Complex,3,2.7728887,6.4174466,302,Simple vs Complex,443
2492,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Breakfast/Brunch,Lunch/Dinner,3,2.7728887,6.4174466,302,Breakfast/Brunch vs Lunch/Dinner,443
2493,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Traditional,Modern,3,2.7728887,6.4174466,302,Traditional vs Modern,443
2494,3035CF73-3B1D-4D42-8CEB-3C16D7179B94,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Rice-Based (Indian Biryani),Meat-Based (Chicken Qorma),3,2.8831363,6.1920915,54,Rice-Based (Indian Biryani) vs Meat-Based (Chicken Qorma),443
2495,3035CF73-3B1D-4D42-8CEB-3C16D7179B94,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Potato-Based (French Fries),Meat-Based (Chicken Qorma and Mutton Boti),3,2.8831363,6.1920915,54,Potato-Based (French Fries) vs Meat-Based (Chicken Qorma and Mutton Boti),443
2496,3035CF73-3B1D-4D42-8CEB-3C16D7179B94,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Easy to Make (Omelette),Time-Consuming (Chicken Qorma),3,2.8831363,6.1920915,54,Easy to Make (Omelette) vs Time-Consuming (Chicken Qorma),443
2497,3035CF73-3B1D-4D42-8CEB-3C16D7179B94,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Delicate (Burger),Bold (Mutton Boti and Indian Biryani),3,2.8831363,6.1920915,54,Delicate (Burger) vs Bold (Mutton Boti and Indian Biryani),443
2498,194B9E33-00ED-4419-97CD-AC0866E48E1C,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Bread,Whole foods,3,2.9119098,6.2536683,32,Bread vs Whole foods,443
2499,194B9E33-00ED-4419-97CD-AC0866E48E1C,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Pasta,No pasta,3,2.9119098,6.2536683,32,Pasta vs No pasta,443
2500,194B9E33-00ED-4419-97CD-AC0866E48E1C,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Vegetables,Meat,3,2.9119098,6.2536683,32,Vegetables vs Meat,443
2501,194B9E33-00ED-4419-97CD-AC0866E48E1C,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Dessert,Main dish,3,2.9119098,6.2536683,32,Dessert vs Main dish,443
2502,194B9E33-00ED-4419-97CD-AC0866E48E1C,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Cooked,Raw,3,2.9119098,6.2536683,32,Cooked vs Raw,443
2503,D2FD3846-61C3-4925-B721-7E501B8782D4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Cereal,Fruit,3,2.9494472,6.246493,295,Cereal vs Fruit,443
2504,D2FD3846-61C3-4925-B721-7E501B8782D4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Preparation time,Long cooking time,3,2.9494472,6.246493,295,Preparation time vs Long cooking time,443
2505,D2FD3846-61C3-4925-B721-7E501B8782D4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Fruit,Dairy,3,2.9494472,6.246493,295,Fruit vs Dairy,443
2506,D2FD3846-61C3-4925-B721-7E501B8782D4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Cooking method,Eating fresh,3,2.9494472,6.246493,295,Cooking method vs Eating fresh,443
2507,AF6DB896-12C6-4EBB-A648-62AE2829CEDB,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Savory/Spiced Taste,Hearty/Meaty Taste,3,2.9553866,6.3246255,237,Savory/Spiced Taste vs Hearty/Meaty Taste,443
2508,AF6DB896-12C6-4EBB-A648-62AE2829CEDB,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Rich/Complex Flavor,Simpler Flavors,3,2.9553866,6.3246255,237,Rich/Complex Flavor vs Simpler Flavors,443
2509,AF6DB896-12C6-4EBB-A648-62AE2829CEDB,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Soup,Dish,3,2.9553866,6.3246255,237,Soup vs Dish,443
2510,AF6DB896-12C6-4EBB-A648-62AE2829CEDB,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Traditional Moroccan,Italian,3,2.9553866,6.3246255,237,Traditional Moroccan vs Italian,443
2511,9CDE587F-A989-4384-9F31-8C7F630A7339,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Preparation Ease,Time-consuming,3,2.962721,6.2457705,208,Preparation Ease vs Time-consuming,443
2512,9CDE587F-A989-4384-9F31-8C7F630A7339,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Oil & Carbohydrates,Low Carb,3,2.962721,6.2457705,208,Oil & Carbohydrates vs Low Carb,443
2513,9CDE587F-A989-4384-9F31-8C7F630A7339,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Plant Protein,Animal Protein,3,2.962721,6.2457705,208,Plant Protein vs Animal Protein,443
2514,9CDE587F-A989-4384-9F31-8C7F630A7339,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Carbohydrates,Proteins,3,2.962721,6.2457705,208,Carbohydrates vs Proteins,443
2515,9CDE587F-A989-4384-9F31-8C7F630A7339,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Carbohydrates,Proteins,3,2.962721,6.2457705,208,Carbohydrates vs Proteins,443
2516,D6D3DC83-D8EB-4672-8E22-801E3053AD68,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Vegetarian/Vegan Option,Meat-Based,3,2.9932854,6.2774744,301,Vegetarian/Vegan Option vs Meat-Based,443
2517,D6D3DC83-D8EB-4672-8E22-801E3053AD68,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Warm Comforting Meal,Sweet Dessert,3,2.9932854,6.2774744,301,Warm Comforting Meal vs Sweet Dessert,443
2518,D6D3DC83-D8EB-4672-8E22-801E3053AD68,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Quick and Easy,More Involved Preparation,3,2.9932854,6.2774744,301,Quick and Easy vs More Involved Preparation,443
2519,D6D3DC83-D8EB-4672-8E22-801E3053AD68,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Liquid Meal,Solid Meal,3,2.9932854,6.2774744,301,Liquid Meal vs Solid Meal,443
2520,D6D3DC83-D8EB-4672-8E22-801E3053AD68,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Dessert,Savory,3,2.9932854,6.2774744,301,Dessert vs Savory,443
2521,F70CE0B2-10A7-4324-A743-6752D511EAE5,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Sweet and Rich,Savory and Light,3,2.995276,6.086623,350,Sweet and Rich vs Savory and Light,443
2522,F70CE0B2-10A7-4324-A743-6752D511EAE5,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Vegetable-Based,Egg-Based,3,2.995276,6.086623,350,Vegetable-Based vs Egg-Based,443
2523,F70CE0B2-10A7-4324-A743-6752D511EAE5,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,High in Calories,Light Dish,3,2.995276,6.086623,350,High in Calories vs Light Dish,443
2524,F70CE0B2-10A7-4324-A743-6752D511EAE5,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Soup,Substantial Dish,3,2.995276,6.086623,350,Soup vs Substantial Dish,443
2525,EB351DB9-4453-4093-B654-0E6A9C537D1C,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Vegetable Stir-fry - Light,Rich,3,2.999145,6.2495418,329,Vegetable Stir-fry - Light vs Rich,443
2526,EB351DB9-4453-4093-B654-0E6A9C537D1C,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Margarita Pizza - Carb-based,Protein-based,3,2.999145,6.2495418,329,Margarita Pizza - Carb-based vs Protein-based,443
2527,EB351DB9-4453-4093-B654-0E6A9C537D1C,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Vegetable Stir-fry - Plant-based,Meat-based,3,2.999145,6.2495418,329,Vegetable Stir-fry - Plant-based vs Meat-based,443
2528,EB351DB9-4453-4093-B654-0E6A9C537D1C,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Chocolate Chip Cookies - Dessert,Savory,3,2.999145,6.2495418,329,Chocolate Chip Cookies - Dessert vs Savory,443
2529,EB351DB9-4453-4093-B654-0E6A9C537D1C,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Grilled Chicken Salad - Light,Indulgent,3,2.999145,6.2495418,329,Grilled Chicken Salad - Light vs Indulgent,443
2530,2F20FEEF-52D8-4547-87C1-3B46DD2F0AA8,a216d763-71dd-4509-a694-d68cb28de496,Praise,Grilled shrimp,Boiled chicken,3,3.1015582,6.3033276,52,Grilled shrimp vs Boiled chicken,443
2531,2F20FEEF-52D8-4547-87C1-3B46DD2F0AA8,a216d763-71dd-4509-a694-d68cb28de496,Praise,Boiled vegetables,Seafood hotpot,3,3.1015582,6.3033276,52,Boiled vegetables vs Seafood hotpot,443
2532,2F20FEEF-52D8-4547-87C1-3B46DD2F0AA8,a216d763-71dd-4509-a694-d68cb28de496,Praise,Pan-fried salmon,Omelet,3,3.1015582,6.3033276,52,Pan-fried salmon vs Omelet,443
2533,75F44D60-6B7F-4FB9-B895-3CC4D98F5B87,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Healthy (Vegetable Stir-Fry),Less Healthy (Fried Rice and Toast with Scrambled Eggs),3,3.1109433,5.9233418,160,Healthy (Vegetable Stir-Fry) vs Less Healthy (Fried Rice and Toast with Scrambled Eggs),443
2534,75F44D60-6B7F-4FB9-B895-3CC4D98F5B87,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Formal,Informal Meals,3,3.1109433,5.9233418,160,Formal vs Informal Meals,443
2535,75F44D60-6B7F-4FB9-B895-3CC4D98F5B87,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Quick and Simple,Complex and Time-Consuming,3,3.1109433,5.9233418,160,Quick and Simple vs Complex and Time-Consuming,443
2536,75F44D60-6B7F-4FB9-B895-3CC4D98F5B87,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Vegetarian,Non-Vegetarian,3,3.1109433,5.9233418,160,Vegetarian vs Non-Vegetarian,443
2537,DC9E5F96-E768-40CD-8705-3CA158445F33,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Grain content,Meat-based,3,3.1312926,6.226584,307,Grain content vs Meat-based,443
2538,DC9E5F96-E768-40CD-8705-3CA158445F33,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Carb content,Protein/Fat content,3,3.1312926,6.226584,307,Carb content vs Protein/Fat content,443
2539,DC9E5F96-E768-40CD-8705-3CA158445F33,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Sweetness,Bitter,3,3.1312926,6.226584,307,Sweetness vs Bitter,443
2540,DC9E5F96-E768-40CD-8705-3CA158445F33,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Meal type,Snack,3,3.1312926,6.226584,307,Meal type vs Snack,443
2541,DC9E5F96-E768-40CD-8705-3CA158445F33,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Spiciness,Mildness,3,3.1312926,6.226584,307,Spiciness vs Mildness,443
2542,76988ED9-1994-4290-BFDA-4EB4126554E2,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Starch-based Dishes,Filling-based Dishes,3,3.151791,6.532559,162,Starch-based Dishes vs Filling-based Dishes,443
2543,76988ED9-1994-4290-BFDA-4EB4126554E2,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Completeness,not Completeness,3,3.151791,6.532559,162,Completeness vs not Completeness,443
2544,76988ED9-1994-4290-BFDA-4EB4126554E2,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Complexity,Simplicity,3,3.151791,6.532559,162,Complexity vs Simplicity,443
2545,76988ED9-1994-4290-BFDA-4EB4126554E2,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Subtlety,Boldness,3,3.151791,6.532559,162,Subtlety vs Boldness,443
2546,76988ED9-1994-4290-BFDA-4EB4126554E2,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Heaviness,Lightness,3,3.151791,6.532559,162,Heaviness vs Lightness,443
2547,3035CF73-3B1D-4D42-8CEB-3C16D7179B94,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Rice-Based (Indian Biryani),Meat-Based (Chicken Qorma),3,3.3173628,6.2430787,54,Rice-Based (Indian Biryani) vs Meat-Based (Chicken Qorma),443
2548,3035CF73-3B1D-4D42-8CEB-3C16D7179B94,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Potato-Based (French Fries),Meat-Based (Chicken Qorma and Mutton Boti),3,3.3173628,6.2430787,54,Potato-Based (French Fries) vs Meat-Based (Chicken Qorma and Mutton Boti),443
2549,3035CF73-3B1D-4D42-8CEB-3C16D7179B94,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Easy to Make (Omelette),Time-Consuming (Chicken Qorma),3,3.3173628,6.2430787,54,Easy to Make (Omelette) vs Time-Consuming (Chicken Qorma),443
2550,3035CF73-3B1D-4D42-8CEB-3C16D7179B94,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Delicate (Burger),Bold (Mutton Boti and Indian Biryani),3,3.3173628,6.2430787,54,Delicate (Burger) vs Bold (Mutton Boti and Indian Biryani),443
2551,6513E39C-8552-499B-AF68-B4154123AFE5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Regional cuisine,International cuisine,3,3.3603683,6.0174866,132,Regional cuisine vs International cuisine,443
2552,6513E39C-8552-499B-AF68-B4154123AFE5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Grain type,Alternative bases,3,3.3603683,6.0174866,132,Grain type vs Alternative bases,443
2553,6513E39C-8552-499B-AF68-B4154123AFE5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Culture,Global,3,3.3603683,6.0174866,132,Culture vs Global,443
2554,6513E39C-8552-499B-AF68-B4154123AFE5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Specificity,Versatile,3,3.3603683,6.0174866,132,Specificity vs Versatile,443
2555,0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Tatl? - Tuzlu/Ac?,not Tatl? - Tuzlu/Ac?,3,3.5042417,6.39905,19,Tatl? - Tuzlu/Ac? vs not Tatl? - Tuzlu/Ac?,443
2556,0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Kat?,S?v?,3,3.5042417,6.39905,19,Kat? vs S?v?,443
2557,0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Tavuklu,Tavuksuz,3,3.5042417,6.39905,19,Tavuklu vs Tavuksuz,443
2558,0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Tatl? - Tuzlu/Ac?,not Tatl? - Tuzlu/Ac?,3,3.5042417,6.39905,19,Tatl? - Tuzlu/Ac? vs not Tatl? - Tuzlu/Ac?,443
2559,0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Ana Yemek,not Ana Yemek,3,3.5042417,6.39905,19,Ana Yemek vs not Ana Yemek,443
2560,0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Birliktelik,not Birliktelik,3,3.5042417,6.39905,19,Birliktelik vs not Birliktelik,443
2561,1347610A-ECBA-4F1F-857E-4C9FE946B89B,a216d763-71dd-4509-a694-d68cb28de496,Praise,Popcorn,Lobster,3,3.5250692,6.090993,25,Popcorn vs Lobster,443
2562,1347610A-ECBA-4F1F-857E-4C9FE946B89B,a216d763-71dd-4509-a694-d68cb28de496,Praise,Texture Similarity,Flavor Difference,3,3.5250692,6.090993,25,Texture Similarity vs Flavor Difference,443
2563,1347610A-ECBA-4F1F-857E-4C9FE946B89B,a216d763-71dd-4509-a694-d68cb28de496,Praise,Long Shelf Life,Freshly Made,3,3.5250692,6.090993,25,Long Shelf Life vs Freshly Made,443
2564,1347610A-ECBA-4F1F-857E-4C9FE946B89B,a216d763-71dd-4509-a694-d68cb28de496,Praise,Quick Preparation,Complex Preparation,3,3.5250692,6.090993,25,Quick Preparation vs Complex Preparation,443
2565,B7BA6249-0F71-4063-B110-F057B16C226E,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Shakshuka,Ordinary: Scrambled Eggs with Toast,3,3.5684216,6.193406,250,Shakshuka vs Ordinary: Scrambled Eggs with Toast,443
2566,B7BA6249-0F71-4063-B110-F057B16C226E,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Fruit Salad,Cooked: Baked Ziti/Shakshuka,3,3.5684216,6.193406,250,Fruit Salad vs Cooked: Baked Ziti/Shakshuka,443
2567,B7BA6249-0F71-4063-B110-F057B16C226E,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Chapati/Sukuma,Special Occasion: Lobster/Beef Wellington,3,3.5684216,6.193406,250,Chapati/Sukuma vs Special Occasion: Lobster/Beef Wellington,443
2568,B7BA6249-0F71-4063-B110-F057B16C226E,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Nyama Choma,Common: Rice and Beans,3,3.5684216,6.193406,250,Nyama Choma vs Common: Rice and Beans,443
2569,B6874DF2-C79F-4699-A630-EA8183992835,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Cheap (rice),Expensive (beef),3,3.5727472,6.45653,248,Cheap (rice) vs Expensive (beef),443
2570,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Fried chicken,Protein focus,3,3.590972,6.423967,81,Fried chicken vs Protein focus,443
2571,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Stroganoff,Sautéed dish,3,3.590972,6.423967,81,Stroganoff vs Sautéed dish,443
2572,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Sushi,Minimalist dish,3,3.590972,6.423967,81,Sushi vs Minimalist dish,443
2573,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Rice with beans,Complete meal,3,3.590972,6.423967,81,Rice with beans vs Complete meal,443
2574,41F4DD4F-D62A-44FA-BADA-496455EE9C72,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Fried chicken,Comfort food,3,3.590972,6.423967,81,Fried chicken vs Comfort food,443
2575,E37368F7-FE20-49C1-9204-8D81FE277C55,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Cheap (Rice),Expensive (Beef),3,3.6012523,6.4896965,318,Cheap (Rice) vs Expensive (Beef),443
2576,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Rice-Based Dish,Gravy-Based Dish,3,3.6562078,6.4428787,104,Rice-Based Dish vs Gravy-Based Dish,443
2577,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,One-Pot Dish,Dish with Accompaniments,3,3.6562078,6.4428787,104,One-Pot Dish vs Dish with Accompaniments,443
2578,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Breakfast,Main Course,3,3.6562078,6.4428787,104,Breakfast vs Main Course,443
2579,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Regional Cuisine,not Regional Cuisine,3,3.6562078,6.4428787,104,Regional Cuisine vs not Regional Cuisine,443
2580,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Vegetarian,Non-Vegetarian,3,3.6562078,6.4428787,104,Vegetarian vs Non-Vegetarian,443
2581,C633CEF5-EF35-4F03-BD2A-4EF8F01A8942,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Healthy,unhealthy,3,3.6617317,5.8304505,282,Healthy vs unhealthy,443
2582,C633CEF5-EF35-4F03-BD2A-4EF8F01A8942,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Home-cooked meal,fast food,3,3.6617317,5.8304505,282,Home-cooked meal vs fast food,443
2583,C633CEF5-EF35-4F03-BD2A-4EF8F01A8942,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,French fries as a side dish,main dish,3,3.6617317,5.8304505,282,French fries as a side dish vs main dish,443
2584,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Pasta,Grains/Bread,3,3.694449,5.829376,302,Pasta vs Grains/Bread,443
2585,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Vegetarian/Vegan,Non-vegetarian,3,3.694449,5.829376,302,Vegetarian/Vegan vs Non-vegetarian,443
2586,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,No cooking,Cooking Techniques,3,3.694449,5.829376,302,No cooking vs Cooking Techniques,443
2587,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Plant-based,Animal Protein,3,3.694449,5.829376,302,Plant-based vs Animal Protein,443
2588,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Creamy/Fresh,Savory/Spicy,3,3.694449,5.829376,302,Creamy/Fresh vs Savory/Spicy,443
2589,D74FB122-BF83-4C97-A24D-4399DB03FFE4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Healthy Fats,not Healthy Fats,3,3.694449,5.829376,302,Healthy Fats vs not Healthy Fats,443
